video_id,video_title,comment_date,comments,like_count,label_highlow
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T17:05:51Z,Joe  is  so  inspiring      I          m  going  to  get  into  local  politics  from  now  on      I  now  know  that  my  vote  really  did  count    and  I  will  make  a  difference  in  my  country  and  local  government      WE  ALL  MATTER  AGAIN  ,11.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T17:03:52Z,This  man  has  a  lot  to  explain  ,7.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T16:08:00Z,it  feels  good  to  be  an  american  at  this  moment,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T15:19:49Z,President  elect  Joe  Biden  s  run  onto  the  stage  was  everything    Congratulations  to  him    amp    Vice  President  elect  Kamala  Harris  ,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T14:23:29Z,Anyone  else  just  glad  the  election  is  over,7.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T12:56:51Z,If  Biden  wants  to    heal  the  nation    then  he  should  want  an  audit  of  all  votes  so  that  he  will  be  accepted  by  all  in  the  USA  ,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T11:07:57Z,How  did  Trump  even  get  so  close    like  that  man  is  so  stupid  wth,10.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T10:03:17Z,Does  the  President  have  a  Security  Clearance          and  related    What  happens  if  President  elect  Joe  Biden  can  t  pass  a  security  screening  ,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T09:50:04Z,From  Canada    congratulations    So  many  of  my  brothers  and  sisters  breathed  such  a  sigh  of  relief  this  night    Stay  safe    from  your  northern  neighbour      lt    ,15.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T09:18:28Z,  quot  We  have  to  stop  treating  our  opponents  as  our  enemies    They  are  not  our  enemies    They  are  Americans    quot        well  said,442.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T08:25:41Z,It          s  so  nice  to  finally  hear  a  proper  presidential  speech  after      years      ,42.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T08:08:26Z,Breaking  News    CNN    amp    MSNBC  have  confirmed  only  voter  fraud  was  possible  in            and  not  in            ,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T07:20:27Z,There  was  nothing    quot  sleepy  quot    about  that  speech    It  was  incredible    Go    Joe    ,11.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T06:36:21Z,I  LOVE  YOU    JOE  BIDEN    THANK  YOU  ,7.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T06:34:50Z,  a  href    https      www  youtube  com  watch  v  eolEz  jU  vs  amp  t      m    s                  a    no  doubt  everyone  thought  that  was  a  gun  going  off,31.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T06:22:38Z,  a  href    https      www  youtube  com  watch  v  eolEz  jU  vs  amp  t    m    s                a    onward  was  my  favorite  part  of  the  speech  ,8.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T05:40:58Z,I  HOPE  FLOTUS  Dr    Jill  Biden  RESTORES  the  rose  garden        Melania  bless  her  heart  FCKD  it  up        ,28.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T04:29:38Z,WE  COULD  NEVER  BE  MORE  PROUDER  OF  PAPA  JOE                                                                                                                            ,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T04:25:27Z,  b  I  LOVE  THE  TASTE  OF  SALTY    MAGA  TEARS  IN  THE  MORNING      b  ,21.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T03:36:03Z,Americans  let  the  mainstream  media  to  choose  a  president  for  themselves    What  a  pity    CNN  is  acting  like  CHINA  NN,7.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T03:29:19Z,Cnn  witch  stands  for  communist  news  network    Biden  has  not  won  they  have  not  counted  the  final  vote    And  all  of  the  fraud  as  well,8.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T03:27:37Z,Funny  thing  is  I  don          t  see  Macy          s    foot  locker    LV    or  target  getting  looted  ,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T03:26:50Z,The  way  he  came  jogging  out  there  lmao  and  ole  Ruth  Ann  lol  ,38.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T02:48:37Z,Does            not  seem  so  bad  rn  this  was  like  a  weight  pulled  off  my  shoulders,24.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T02:34:10Z,Forty  six  Presidents  of  the  United  States    br      From  George  Washington  to  Joe  Biden  ,19.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T02:26:53Z,I  went  by  CNN  today    There  was  a  sign  that  said    quot  Gone  Fishing  until            quot    ,18.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T01:45:57Z,If  you  want  to  see  the  character  of  this  man    watch  his  speech  at  John  McCain  s  funeral    The  first  minute  sums  up  who  he  is      br      Please  bring  lots  of  Lysol  to  wipe  down  the  White  House  before  you  go  in    it  s  a  bit    slimy  at  the  moment    Love  from  Canada  ,12.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T01:28:52Z,  Who  doesn  t  see  red  states  and  blue  states      but  only  sees  the  United  States        br      How  beautiful,16.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T01:23:48Z,Finally    an  inspirational  speech    something  to  encourage  people  to  take  back  their  lives  and  focus  on  betterment  ,8.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T01:18:56Z,What  a  great  election        alright  back  to  my  among  us  game,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T01:16:49Z,Give  each  other  a  chance      I  don          t  recall  Trump  being  given  a  chance      He  was  attacked  from  every  direction  since  the  night  he  was  elected  ,10.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T01:11:12Z,Heal  the  Nation  ,8.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T01:03:23Z,Congratulations  America    Love  from  Ireland      a  href    http      www  youtube  com  results  search  query        joebiden      JoeBiden    a    ,14.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T00:47:36Z,If  you  keep  trying  at  something  you  ll  eventually  succeed    Biden  tried  three  times  ,186.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T00:42:28Z,  quot  Make  America  RESPECTABLE  again        quot    br        br      I  can  confirm  that  the  US  is  not  really  respected  anymore  ,13.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T00:36:23Z,I  m  a  Republican  but  I  think  that  this  guy  will  make  a  pretty  good  president,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T00:33:33Z,Nothing  to  be  proud  of  by  stealing  the  election,7.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T00:30:04Z,  quot  The  AP    has  called  the  presidential  race  quot      Sorry  folks    but  the  AP  doesn          t  decide  elections    The  people  do    and  nobody  has  certified  a  winner  yet  so  no    Biden  is  not  the  president  ,8.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-09T00:20:26Z,Didnt  kamala  and  Biden  have  debates  and  hate  eachother  before  hand    Now  they  are  friends  and  forget  what  they  said  about  eachother    They  are  all  corrupt,9.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T23:59:01Z,Trump      Could  you  imagine  if  I  lose    I  m  not  going  to  feel  so  good    Maybe  I  ll  have  to  leave  the  country    I  don  t  know      br        br      America      Bi  den  ,12.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T23:58:18Z,Congratulations  from  morocco    to  all  americans  for  choosing    this  wise  man,10.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T23:47:15Z,  a  href    https      www  youtube  com  watch  v  eolEz  jU  vs  amp  t    m    s                a    I  literally  thought  President  Joe  Biden  was  going  to  use  Shawn  Michaels    titantron    That  would  have  been  bitchin  sweet    ,24.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T23:28:18Z,Such  a  relief  that  he  won    i  don          t  think  i  could  stand  another      years  of  trump  ,8.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T22:53:10Z,Finally    a  non  hateful    intellectual    presidential  speech  ,9.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T22:39:02Z,For  a  man  that  is  called  sleepy  Joe    he  can  run    I  love  it,53.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T22:28:54Z,He  has  a  stutter  and  still  talks  tenfold  better  than  Trump    Also  know          s  History  and  does  not  divide    Long  Ass  four  years  that          s  for  sure  until  now  ,10.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T22:28:37Z,Oh  thank  God    its  finally  over      I          m  British  and  even  I  was  terrified  the  orange  tyrant  would  win      Thank  you  America  ,111.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T22:21:18Z,Hey  Joe  and  the  rest  of  you  guys  congratulations  I  was  praying  for  this  I  knew  you  got  it  and  now  it          s  us  American  people,7.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T22:15:59Z,From  an  outsider  its  hard  to  understand  why  Americans  are  so  in  to  VERY  OLD  presidents    Whats  the  thing  about  that  ,8.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T22:10:15Z,Time  to  heal  American    vry  impressed,14.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T22:00:06Z,This  is  really  a  moment  to  remember  ,17.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T21:59:26Z,Finally  an  American  President  you  see  and  think  what  a  great  personality        years  were  far  to  long,9.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T21:53:43Z,Biden  s  entrance  looked  like  he  was  about  to  face  off  John  Cena  in  WWE  lol,1089.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T21:46:36Z,My  favorite  part  was  when  he  said  the  African  American  community  stood  up  again  for  me,14.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T21:41:10Z,The  left  voted  for  someone  they  know  will  not  finish  out  one  term,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T21:39:06Z,That  mixture  of  drones  and  fireworks  looks  really  awesome,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T21:32:53Z,A  sigh  of  relief  coming  from  myself  and  many  of  my  fellow  europeans  ,7.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T21:29:06Z,When  pop  stars  let  you  use  their  music      ,135.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T21:26:38Z,So  unbelievably  happy  right  now    amp    I          m  actually  sat  here  crying  watching  this  speech    amp    Kamala          s  speech    Damn    I          m  not  even  American      So  much  love    amp    respect  from  the  UK    Finally  the  United  States  can  be  healed  ,10.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T21:26:16Z,In  this  speech    he  seems  so  much  more  lucid  and  quite  the  opposite  of  what  I  saw  during  the  campaign,16.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T21:06:47Z,I          m  an  American  in  Canada  right  now        and  they  are  all  so  happy  for  us    Truly  happy    ,8.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T21:04:52Z,How  can  anyone  hear  this  speech  and  call  him    quot  Sleepy  Joe  quot    ,200.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:58:39Z,Great  win  for  the  world    but  now  we  have  to  keep  him  accountable  on  his  promises,8.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:54:31Z,Leaders  who  spread  the  hatred    globally  should  learn  lesson  from  this  election    Very  humble  speech        god  bless  leaders    like  joe,7.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:45:45Z,The  end  of  the  world  is  getting  closer      ,7.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:43:52Z,This  is  SO  refreshing    The  last      years  I  will  pretend  just  didn          t  existed  ,7.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:42:37Z,Trump  Supporters  being  salty  hitting  the  dislike  button,9.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:42:33Z,I  just  hope  that  he  calls  up  Trump  and  says    quot  YOU          RE  FIRED  quot  ,60.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:40:15Z,  a  href    https      www  youtube  com  watch  v  eolEz  jU  vs  amp  t      m    s                  a    Their  reactions  to  that  confetti  going  off          both  Joe  and  Kamala          s  face  got  serious  in  an  instant,70.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:35:59Z,That  coldplay  song    fireworks  and  everything  gave  me  goose  bumps  br      Note    just  realised  why  the  played  coldplay    You  guys    its  Beau  biden          s  favorite  ,101.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:29:10Z,That  was  so  beautiful    I  have  a  renewed  faith  in  our  neighbours  to  the  south  ,46.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:17:40Z,November                  Biden  was  elected  as  the  youngest  Senator  in  United  States  history    br        br      November                  Biden  now  elected  as  the  oldest  President  in  United  States  history    Amazing  ,15.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:15:03Z,Congratulations    Biden  and  Harris    I          m  definitely  down  with  the  Swirl  ,23.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:14:00Z,Did  you  see  joe  jump  when  he  thought  it  was  a  gun  shot  at  the  end  of  his  speech  lol  but  am  glad  he  is  my  President  thank  God,7.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:13:32Z,Beautiful    br      Just  beautiful      br      Congratulations  Mr  President  Elect    amp    VP  Kamala  Harris  ,15.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:10:06Z,It  s  so  refreshing  to  hear  him  address  poc    LGBTQ    immigrants  and  other  minorities  in  a  positive  way  i  m  so  not  used  to  this,11.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:01:59Z,This  energy  just  feels  different    I  know  there  s  a  tremendous  amount  of  work  to  be  done    but  for  tonight  let  s  sit  with  the  joy  and  relief  of  this  moment    As  a  physician    I  feel  hopeful  that  human  suffering  in  this  pandemic  will  lessen  with  this  changing  of  the  guard  ,8.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T20:01:53Z,People  are  partying  in  the  streets  like  the  second  death  star  blew  up  ,33.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T19:59:12Z,    a  href    https      www  youtube  com  watch  v  eolEz  jU  vs  amp  t    m    s                a    I  love  the  way  he  runs    Donny  can          t  do  that  ,35.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T19:47:12Z,I          m  just  happy  I  won          t  be  remembering  the  names  of  the  Biden  family    other  than  the  first  lady    as  he  won          t  be  putting  them  in  positions  in  the  White  House  and  will  have  qualified  people  there    Good  luck  to  this  new  administration    there          s  a  lot  to  fix,23.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T19:33:13Z,The  boss  playing  in  the  background  of  the  real  boss  makes  my  heart  happy  ,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T19:15:26Z,OMG        did  I  just  hear    at        minutes  into  this    a  lifelong  politician  named  Joe  Biden  actually  give  accurate  historical  information  with  the  associated  proper  years    Boy    am  I  jaded  after  four  years  of  the  bar  being  so  low  it  was  buried  in  a  trench    I          ll  settle  for  three  complete  sentences  in  a  row  at  this  point    and  salivate  like  a  Pavlov  dog  ,12.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T19:14:05Z,Finally    after      years    we  have  some  good  news    ,9.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T19:12:43Z,When  you  realize  sky  full  of  stars  by  coldplay  is  Beau  s  favorite  song,264.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T19:12:07Z,Now  this  feels  right    feels  normal      ,86.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T19:04:52Z,Even  Kamala  s  speech  was  great    Request  all  to  watch  the  whole  thing  and  the  wholesome  ending  in  the  end  in  the  Kamala  Harris  channel  upload    Truly  life  changing  and  touching  ,10.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T18:51:19Z,Wow  look  at  the  good  music  you  can  have  when  people  like  you      Love  Joe  and  Kamala  I  have  faith  this  is  going  to  be  good  ,45.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T18:42:06Z,  quot  Don          t  treat  Trump  supporters  as  enemies    quot    hate  him  love  him  that  was  very  respectful  of  Joe  Biden  and  something  most  Americans  need  to  be  told  in  life  ,396.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T18:41:55Z,A  masterclass  in  how  to  deliver  a  political  speech  with  heart    hope    inspiration  and  deep  authenticity    BEAUTIFUL  ,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T18:39:40Z,Well    time  to  restart  the  Obama  Biden  bromance  memes  again  ,578.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T18:38:34Z,Democracy  is  not  garanteed  and  you  must  continue  to  fight  for  it    Don          t  take  it  for  granted    Big  up  for  your  message    God  Bless  You  all  American  people  ,351.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T18:34:45Z,Democrats      quot  We  need  more  diversity  and  women  quot    br      also  Democrats      b  elect  an  old    rich  white  guy    b  ,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T18:29:48Z,CANT  RESISTS  TO  KEEP  SAYING  THIS  OVER    amp    OVER    CONGRATULATIONS  TO  THE  GREAT  PRESIDENT    GREAT  SPEECH    GOD  BLESS  YOU  SIR  JOB  WELL  DONE    ALL  THE  WAY  FROM  HOLLAND  ,9.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T18:29:28Z,I          M  FROM  THE  PHILIPPINES  BUT  I          M  FEELING  HAPPY  WHILE  I          M  WATCHING  THIS    My  hope  is  increasing  for  my  country  ,11.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T18:28:53Z,Will  never  take  decency  and  integrity  for  granted    ever  again        Go  Biden  ,8.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T18:18:11Z,Sending  out  love  from  Germany  to  the  USA      The  whole  world  is  cheering  with  you      BIG  thanks  to  the  American  people  for  giving  us  some  hope  to  save  our  planet      ,88.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T18:09:22Z,Bruh  the  music  intro  for  biden  and  harris  when  they  walk  in  to  the  stage  makes  it  feel  like  a  wwe  match,9.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T18:02:33Z,This  will  be  one  of  the  greatest  presidents    Biden  will  make  America  great    as  promised    I  am  not  an  American    but  I  love  America    May  God  protect  America,19.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T18:00:45Z,  quot  I  am  not  afraid  of  death    I  am  afraid  of  voting  for  Biden  after  death  quot  ,7.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T17:57:33Z,Tears  of  joy    This  is  our  America  ,9.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T17:46:34Z,  quot  I  am  not  afraid  of  death    I  am  afraid  of  voting  for  Biden  after  death  quot  ,16.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T17:41:45Z,If  the  election  was    quot  rigged  quot      doesnt  that  discredit  the  Republicans  that  won  seats  over  Dems    Or  is  it  only    quot  rigged  quot    if  you  lose  ,13.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T17:40:11Z,I  am  a  Canadian    and  i  am  so  excited  for  our  American  neighbours  to  finally  have  a  leader    that  acts  like  a  leader      I  am  so  happy  for  you  all    it  is  good  your  nation    good  for  North  America    and  it  is  good  for  the  world  ,9.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T17:30:01Z,Joe  needs  to  modulate  his  pitch  and  tone  a  bit  imo    but  it          s  so  good  to  hear  this  gentleman          s  words  and  positivity  ,14.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T17:19:38Z,Historic  voter  participation          over            in  many  areas      wow  that  s  amazing    ,6.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T17:08:28Z,We          ve  been  taught  a  great  lesson  on  treason    corruption    lawlessness  and  death    let          s  ALWAYS  remember    NEVER  TAKE  YOUR  FREEDOM  AND  DEMOCRACY    FOR  GRANTED    It  can  be  stole  from  you  right  under  your  nose    GOD  BLESS  AMERICA    ,94.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T17:07:34Z,It          s  been  a  while  since  I  felt  hopeful  for  the  US    Greatings  and  good  luck  from  across  the  pond  ,32.0,1
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T17:07:13Z,Oh    so  you  don  t  like  our  president      br        br      Then  leave    There  s  the  door    br        br        br        i  damn  it  feels  good  to  say  that    i  ,11.0,0
eolEz_jU-vs,Joe Biden addresses the nation after election victory,2020-11-08T17:06:11Z,There  no  middle  class  no    more    there          s  just  the  Rich  and  Poor,12.0,0
