video_id,video_title,comment_date,comments,like_count,label_highlow
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-23T14:08:11Z, quot Hey Mike git me a beer and a samich quot   barry soroto  ,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-23T13:58:11Z,  mom I m a part of history      Me,6.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-23T11:14:22Z,I listened for    seconds    the worst minute of my life ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-23T10:57:42Z,THIRTY SIX THOUSAND DISLIKES flipped to the thumb up eldominion style,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-23T10:49:17Z, Just another day for the survey corp  br    Erwin Smith ,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-23T05:05:59Z, a href  https   www youtube com watch v LGukNIEIhTU amp t  m  s        a  Wait  is that Trump     s voice ,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-23T05:04:12Z,Biden had to be stroked with     volts so that he     s don     t have a random convulsion during the show ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-23T01:19:44Z, Trust me  if I were gay I     d be getting more action than I     m getting now   br    Ryan Seacrest,12.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-23T01:07:08Z,joe is a liar    why does you tube keep taking down my posts ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-23T00:34:00Z,America     s second phony president  we now know how Obama won      spouting pure garbage  br   Is this clown show happening for a reason   br   We     ll see  Get the popcorn ready ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T23:42:48Z,Faud  Stole the election      with fake news and inner city fake ballots  And he know it   Disgusting POS,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T23:40:10Z,Knife in the back Harris is happy  amp  supportive with Biden as  President,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T23:38:04Z,TRUMP WON  ,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T23:37:55Z,TRUMP WON  ,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T23:37:42Z,TRUMP WON  ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T23:37:31Z,TRUMP WON  ,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T23:37:14Z,TRUMP WON  ,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T23:34:49Z,Why was liberty and justice for all left out           Have a feeling I know,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T23:18:05Z,a bunch of criminals all together    ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T22:53:25Z,Creepy Joe will NEVER NEVER be my president ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T22:52:51Z,The nerve of that election thief to ask for  quot unity quot     F  k him and all the traitorous Democrats who embrace him ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T22:42:59Z,Blah blah blah I cheated to win I m so proud  Let s unify with all the cheaters out there,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T20:45:23Z,To all who reject this fraudulent election and the hypocritical calls for  quot unity quot   join the      Resistance       prepare to work against the Democrats and their criminal coup against President Trump ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T20:41:13Z, quot I got hairy legs that turn blonde in the sun  The kids used to come up and reach in the pool and rub my hair down so it was straight  amp  watch it come back up again  So I learned about roaches  I learned about kids jumping on my lap  I love kids jumping on my lap quot    Joe Biden,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T20:40:56Z, quot Someway  somehow  the internet is entirely on the same page in a comments section on a political video  ironically one promoting unity  quot      Me,6.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T20:40:51Z,Trump is my President  br      Forever,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T20:38:11Z, quot Everything is changing  People are taking the comedians seriously and the politicians as a joke  quot  br      Will Rogers,67.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T20:16:58Z,Silent majority is not buying this Prop ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T20:05:16Z, Quotes are dumb  now strip down for me     George Washington,36.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T19:45:09Z, quot Hey there   I     m leaving whatsapp quot    Future signal user,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T19:40:37Z, quot On the internet  you can make anybody say anything  quot    Laura Ingalls,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T19:19:58Z, quot As the annual tax season approaches  I am once again asking for your financial support quot     I     m Boe Jiden  and I forgot this message,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T19:10:54Z, quot Mad for the penis  That     s exactly how I like my women quot    Lamar,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T18:47:58Z, I don t even know why I m here but I liked the speech      Year Old Me,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T18:43:17Z, Welcome to Goodburger  home of the good burger  How may I help you   br    Kel,6.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T18:19:17Z,Total fraud  I don t know anyone who voted for this corpse ,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T17:47:29Z, quot Tough times don     t last  tough people last  awijodawidjaoiwdj quot   some black dude,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T17:45:41Z,Dislike    br   democrats STOLEN this election ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T17:45:16Z, I have dream     when they will not be judged by the color of their skin  but on the content of their character    Dr  MLKing  br    br    Come on man  give me a break     JBiden,7.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T17:42:50Z,  y tf are we writing quotes    me,10.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T17:40:19Z,And he started cutting jobs for Americans day    On a positive note  he s going back to funding world wide abortions  Surely God has his hand on this man  ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T17:36:15Z,Come on  give me a break man,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T17:35:52Z,I     m like Bill Clinton  everytime I watch this I     ll fall asleep   CNN is treating him like a God,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T17:21:17Z, No more saying cuss words  guys  It s inappropriate  and violent   br    a child,14.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T17:16:19Z, Your a smelly pirate hooker   br    Ron Burgundy,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T17:16:14Z, She  b needs  b  to sort out her priorities    br     Ronald Bilius Weasley,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T17:16:09Z,Biden is a FAKE PRESIDENT  the people did NOT elect him,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T16:45:58Z, quot Poor kids are just as smart as white kids quot   br   someone don     t care who,10.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T16:44:03Z,  Sometimes life is too uncertain to have regrets    Goku ,23.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T16:39:31Z, Hey  Turn that shit off  Nobody wants to here that shit   br    br    My boss yelling at some kid watching this on break ,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T16:27:58Z,Interesting that Biden     s middle name is  quot Robbin      it quot     LOL ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T16:06:54Z, joe is the most mediocre man you ll ever see    everyone,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T15:58:22Z, quot Eighteen naked cowboys in the showers at ram ranch quot    Grant Mcdonald ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T15:56:57Z,It is amazing to me that he wrote this whole speech without mentioning The Donald   I love it ,10.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T15:49:38Z, quot  unlike the African American  community the Latino is incredibly diverse quot  br    Joe Biden,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T15:47:17Z, You know you ve reached middle age when you re cautioned to slow down by your doctor  instead of by the police   br    Joan Rivers,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T15:32:50Z,he     s here to save us,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T15:27:55Z,What a damn clown this guy is  Mr Potato is running The White House now ,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T15:22:51Z, quot everyone     s gonna love this one XD quot    The guy below me,19.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T15:22:20Z, These are completely honest statements not written off a script produced by corporate billionaires trying to steal your freedom     talk show host,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T14:36:29Z, Ask not what your country can do for you  ask what you can do for your country      JFK,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T14:22:17Z, quot Is it possible to learn this power  quot  br    Joseph Stalin,6.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T14:01:05Z, Better out than in I always say    Shrek,5.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T13:58:58Z, If you close your eyes  you might not be able to see   br    br    We all want to help one another  human beings are like that    Charlie Chaplin,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T13:27:26Z, quot I couldn     t think of a good quote quot  br    Me,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T13:09:37Z, quot I probably won     t go down in history  but I will go down on your sister quot  br    Hank Moody,124.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T13:08:15Z, As a wise woman once said  br    a wise woman,6.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T13:07:45Z, quot Where the F   is my laptop  quot   Hunter Biden,13.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T12:38:54Z,I wanted to watch this until I remembered him telling me I     m not black ,25.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T12:17:13Z, quot this brings a smile on my face quot  br     a happy biden supporter ,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T11:36:05Z,your looking for the comment that actually responds to this speech,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T11:14:01Z,Funny how Google is cleaning up posts  deleting posts  and turning off features to make Biden look good  Here at the  b    b  we are noticing how Big Tech is covering for the fraud ,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T10:22:54Z,This is awful  Not a single petty insult was uttered  The speech oozed with professionalism  How does Biden expect to get anything done if he knows what he     s doing  ,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T09:52:59Z, My weed is loud and you smokin  libraries    Young Thug,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T09:20:04Z, Stfu u people in the comments  me,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T09:17:07Z,     The floor is lava          year old me ,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T09:15:47Z,The mail  in likes wasn t counted yet   Youtube,41.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T08:51:48Z,Bill you were impeached   ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T08:51:07Z, quot does anyone read these  quot  br    minecraft loading screen texts,100.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T08:30:56Z, quot There     s no we in Capri quot   Big Craig,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T08:22:20Z,I HAVE TO WRITE AN ESSAY ON THIS IN    MINUTES ITS    MINUTES WHOLE HELP ME,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T08:20:03Z, quot If you win  you live  If you lose  you die  You can     t win if you don     t fight  quot  br    br    Eren Yeager,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T08:19:36Z, quot Why is everyone making a quote quot   Me,51.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T08:09:34Z, quot Pandas don     t walk  they roll  quot   Po     s dad,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T08:03:50Z, quot What are you doing step bro  quot  br    Step sis,69.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T07:59:36Z, Only you can prevent Vbuck scams  don t share your account with anyone   br    fortnite loading screen,6.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T07:59:16Z,Why is everyone being a holes give him a chance,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T07:27:13Z, quot Millions of jobs were lost quot  and more to come ,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T07:23:10Z, Hello there  br     Obi Wan Kenobi,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T07:22:29Z, quot Never underestimate the power of the scout     s code quot    Satan,11.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T07:12:33Z,the world is gonna roll me   somebody,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T07:04:47Z, Do the stanky leg   Kim Jong Un,85.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T06:46:45Z, Hey  ya wanna hear a joke  my ex wife still misses me  but her aim is getting better  her aim is getting better  you see it s funny because marriage is terrible    Grunkle Stan,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T06:37:53Z, quot   fish   fish red fish blue fish  quot    Dr  Seuss,7.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T06:20:09Z, I m not a hypocrite  I know I m lying    deceiving spirit,6.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T06:07:09Z, Get that corn outta my face    br    Ignacio AKA Nacho,9.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T05:54:16Z, I am the senate   chancellor palpatine,12.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T05:42:01Z, quot We lost bigly and now can only try and make jokes to laugh it off quot  br    yPPL,6.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T05:27:19Z, I hate sand  It s coarse  it s rough  and it gets everywhere    Anakin Skywalker ,11.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T05:21:58Z, Mitochondria is the powerhouse of the cell    Amoeba Sisters,6.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T05:20:57Z, Look at all those chickens  vine girl,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T05:20:23Z, I got my drivers license yesterday    Olivia R,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T05:18:22Z, He s very dreamy  but he is not the sun  you are    Christina Yang,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T05:16:35Z, Was I molested  I think so   I can t remember specifics but I do remember the trauma   br    I remember showers with my dad which were probably not appropriate    Joe Bidens daughter,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T05:15:56Z,I     m not American but sanity has been prevailed  ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T04:55:52Z, They say we don t know what we ve got until it s gone  but what about  we don t know what we ve been missing until it arrives     Kid Cudi,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T04:44:49Z,Why are all the comments random quotes  I don     t get it ,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T04:37:02Z, He said a person from his church  I only thought republicans went to church    All southern republicans ,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T04:35:55Z,Proud to be an American again ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T04:31:29Z,My god it s so nice to have serious people back in charge  Wtf happened with that Trump thing  Jeez,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T04:31:16Z,So amazing to have a real President again     Time to fix the crap you inherited ,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T04:27:47Z, quot remember  switching to your pistol is always faster than reloading quot   gaz,5.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T04:18:28Z, Wake the f ck up samurai  We got a city to burn   Fortnite John wick,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T04:17:16Z,why is trump not getting arrested for inciting the riot that killed   people ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T04:12:19Z, quot So this is how liberty dies   with thunderous applause  quot  Senator Padame      Amidala,11.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T04:08:10Z, quot The Longer The Icon Of Sin Is On Earth  The Stronger It Will Become  quot   DR  Samuel Hayden,4.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T04:07:55Z,Fake president  br    quot selected quot  not elected ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T04:00:09Z, To be sure of hitting the target  shoot first  and call whatever you hit the target   Ron Jeremy,8.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T03:40:16Z, quot Hello there quot  br     General Kenobi,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T03:35:36Z, quot Politics doesn     t have to be a raging fire  quot  br    br        fires  you say  He must not be aware of those fiery  but peaceful protests you spoke of  CNN ,11.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T03:26:39Z, Freedom is the right of all sentient beings   br    Optimus Prime,53.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T03:24:03Z,Been from Canada  and somebody that watches both local  amp  USA news  I can honestly say the wool has been pulled over your eyes and the main stream media outlets in your country are second to communism   It seems like every other news outlet in the world is more thorough and honest than the one sided bigotry   shown by the main stream media in your own country  I watched some of the inauguration and couldn t believe the difference in tone  attitude   amp  in short lack of hatred  It was such a contrast in who they are one minute to the next  it sent chills down my spine  It just shows how deceiving and manipulating some outlets are  As I said being from Canada  every night on the news I seen all the riots that went on in your country  funny thing is I never noticed them on any American news outlets  In contrast  The one incident at your capital building seems to be headlines   It s funny how I just got done watching my local news in Canada and seeing how the riots in Seattle and Portland are still going strong at this very minute  I went through the American news channels and couldn t find anyone talking about it   I really do love the United States and believe you are the cornerstones of democracy  Please for the sake of all of us do not let them silence you   Once you do I m afraid it could have the domino effect  I just find it very scary that a lot of the world is witnessing an actual take over from one side to the other ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T03:20:12Z, Yeah  well  y know  that s just  like  your opinion  man     Jesus of Nazareth,9.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T03:19:41Z, quot Who is more foolish the fool  or the fool who follows him  quot    Obi wan Kenobi,31.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T03:17:04Z, quot Some people without brains do an awful lot of talking quot    Scarecrow,8.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T02:55:41Z,President and Head Thief  The election was a sham and this country is a disgrace to threat of the world ,2.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T02:54:20Z, quot I wanna smell your hair quot  br   Guess who ,23.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T02:52:40Z, Always salt your pasta when its  br   boiling    Plato,3.0,0
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T02:51:47Z, quot I     m too drunk to taste this chicken  quot   Colonel Sanders,98.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T02:51:42Z, quot I     ll have a whole chicken and some dry toast  quot  br   Jake Blues,11.0,1
LGukNIEIhTU,Watch President Joe Biden's full inauguration speech,2021-01-22T02:50:43Z, The Land of the free is now a place of security  truther with a blue check mark on Twitter,5.0,1
